key,precision,recall,mrr,diversity,aggregate_diversity,unexpectedness,novelty,herfindahl_diversity,entropy_diversity,precision_at_one,recall_at_one,mrr_at_one
1,1.3724951962668131e-05,6.862475981334065e-05,0.00015954360924819427,0.9998659326666287,31813.0,0.9998545590622794,17.050756566596313,0.9976205262936961,0.14890201794984637,0.0,0.0,0.00014581353221715694
2,4.909180166912126e-05,4.602356406480118e-05,0.00015320668746952014,0.9998658336435918,24705.0,0.9998425599333031,17.045503339702957,0.9993722869236473,0.14534104210988444,0.0,0.0,0.00015869841377152735
3,4.0716612377850165e-05,3.701510216168197e-05,0.0001782845982086647,0.9998895228227709,17916.0,0.9998386039525288,17.0625022951861,0.9823002904484924,0.15726282979920225,0.0,0.0,0.00014349182742798915
4,6.211180124223603e-05,7.307270734380708e-05,0.00019173342925571092,0.9998776914139608,13056.0,0.999832732191741,17.124988311152464,0.9994350704077729,0.1529892417932182,0.0,0.0,0.00014241827487343188
5,0.0001855287569573284,0.00045056983832494034,0.00019152689619294675,0.9998897348705951,9390.0,0.999819257232865,17.057906424453403,0.9997589508409647,0.1519015023519287,0.0,0.0,0.00013938092659668378
6,0.0,0.0,0.00014093475194391236,0.9998916748321397,7270.0,0.9998278903835848,17.083655321526795,0.9997959553605769,0.14731928959606683,0.0,0.0,0.0002456320159620729
7,0.0001718213058419244,0.0001145475372279496,0.00017057411560877862,0.9998485392456434,5380.0,0.9998087549804194,17.082278357027832,0.999828066077114,0.1341992553546102,0.0,0.0,0.00013612028160924056
8,0.00019157088122605365,0.0004789272030651341,0.0002730216541509277,0.9998538363559876,4873.0,0.9997944135604699,17.074917494265645,0.9995658003699546,0.17018201634619212,0.0,0.0,9.163723566413533e-05
9,0.0,0.0,0.00013044891230556177,0.9998683714123386,3672.0,0.9998652750067623,17.04664742720062,0.9993709885201544,0.17794796649390493,0.0,0.0,0.0001154903553383404
10,0.0,0.0,0.00012095396947259352,0.9998186609920872,3131.0,0.9998397409303348,17.033093901957535,0.9990563944953124,0.19686919259497734,0.0,0.0,0.00012360535354034586
11,0.0,0.0,0.00013988203717735817,0.9998942883813742,2183.0,0.9998705856307176,17.09449102887475,0.999717049515854,0.1803295577935302,0.0,0.0,8.398022089168892e-05
12,0.0,0.0,0.0001554297110233482,0.9998837373952065,1773.0,0.9998412954180147,17.140245092908913,0.9999637903086801,0.1353125625611494,0.0,0.0,9.414802348509856e-05
13,0.000625,0.004166666666666667,0.0007106089607568284,0.9998669938414172,1557.0,0.9997544356105923,17.1147747788206,0.9999325471457716,0.14492780796329718,0.0,0.0,0.00012338213669303323
14,0.0,0.0,0.00012181366260429715,0.9998083519795998,1314.0,0.9997958965865903,17.119623608126837,0.9997498998739439,0.18279397519141544,0.0,0.0,0.00014993529306732648
15,0.0,0.0,0.00013329452851714409,0.9998501432064686,1023.0,0.9998474499909862,16.942901536304074,0.9967846880830847,0.21461416653458532,0.0,0.0,8.667348202234412e-05
16,0.0008771929824561404,0.008771929824561403,0.0007116754313774731,0.9998788863312823,1126.0,0.9998113996162029,17.013365593738435,0.9996998751479588,0.20013084993860483,0.0008771929824561404,0.017543859649122806,0.0012362917045025752
17,0.0,0.0,8.488234656297364e-05,0.999926212037786,747.0,0.9998766531469162,16.890822844879686,0.9997715636682367,0.1759259696101643,0.0,0.0,6.850217377284318e-05
18,0.0,0.0,0.00035233274091497424,0.9998687300152711,674.0,0.9998676031318557,17.12121320783403,0.9996282642483962,0.20300670584256705,0.0,0.0,0.0013903697584683613
19,0.0,0.0,0.0001303008647035773,0.9998910326853244,597.0,0.999868375105329,16.95023884195389,0.9994839632173512,0.2314877561781505,0.0,0.0,0.00015343903685763376
20,0.0,0.0,0.00012294578324416658,0.9998428916128418,674.0,0.999858172994522,17.028795362086168,0.9995760236679395,0.20947378973461103,0.0,0.0,5.338048088423013e-05
21,0.0,0.0,0.0005502166585863512,0.999954284621979,557.0,0.9998245529457298,17.00841081794749,0.9999782095143607,0.12414131400795847,0.0,0.0,0.0009361244431675785
22,0.0,0.0,0.0007212676388258955,0.9999108265475911,320.0,0.9998794537991231,17.15336364353297,0.9999745978359633,0.119733985179087,0.0,0.0,5.8516952415724446e-05
23,0.0,0.0,0.0003693058653766629,0.9998801755969613,400.0,0.9998682173182294,16.951017571775854,0.999911762270117,0.16278107114073048,0.0,0.0,5.342790625468634e-05
24,0.0033333333333333335,0.0037037037037037034,0.0003161201065317927,0.9999027482561533,299.0,0.9997483804228339,17.068364382156467,0.9996685814891975,0.23484997766296004,0.0,0.0,0.00010983075823306635
25,0.0,0.0,0.00010921044414235728,0.9999451301188429,319.0,0.9998705849300733,17.0830817235417,0.9991703124449494,0.2963023060147982,0.0,0.0,5.217947746818241e-05
26,0.0,0.0,0.00032481529784544584,0.9999290737270778,160.0,0.9998984563641726,17.21819887306775,0.9999791218850291,0.1276920899874507,0.0,0.0,5.1037198088366856e-05
27,0.0,0.0,0.00011671825971865055,0.9999689303408642,240.0,0.999899032415152,17.24765959283454,0.9980748581356297,0.5279368588410754,0.0,0.0,7.112623607661855e-05
28,0.0,0.0,0.00011101534087959248,0.9999697165333433,119.0,0.9999010206134175,16.839629665793222,0.9999828247450474,0.1139372791887077,0.0,0.0,5.131131292322568e-05
29,0.0,0.0,5.454778562594378e-05,0.9997589717327013,160.0,0.9998200657857272,16.90151690852451,0.9998995973951534,0.17551043383257486,0.0,0.0,6.704097737079978e-05
30,0.0,0.0,0.00013309052825975304,0.9999313465055195,160.0,0.9998611291864197,17.328837043492744,0.9979760436239906,0.4907716497948445,0.0,0.0,6.277392624602305e-05
31,0.0,0.0,0.0004245714266711495,0.9999518847547827,199.0,0.9999093209958291,16.893439902262273,0.9991479228517541,0.26238668407002225,0.0,0.0,4.1842094751175876e-05
32,0.0,0.0,5.97621615398834e-05,0.9999817408078192,140.0,0.9998728901113081,17.310758592915683,0.9997352127716181,0.2276514327159326,0.0,0.0,5.677674203162852e-05
33,0.0,0.0,0.000147667228162171,0.9999618131874616,100.0,0.9998669445593962,16.735974594803835,0.9999861857901203,0.10998099426320015,0.0,0.0,0.0003228520603793023
34,0.0,0.0,0.0001329861939337665,0.9999147575933177,238.0,0.9998865255206878,17.008798692175027,0.99998183566103,0.11894093776837898,0.0,0.0,0.00022217212511274978
35,0.0,0.0,0.00015081177132078487,0.9995088431012816,159.0,0.9998622952429448,16.71960005164115,0.9987544933224466,0.3033195440972619,0.0,0.0,7.322377489353607e-05
36,0.0,0.0,5.080846361751955e-05,1.0,20.0,0.9999857285850643,17.548141832105077,0.9999894527818572,0.10141009921779978,0.0,0.0,4.1204829205982944e-05
37,0.0,0.0,0.0003693593782269397,0.9999265560554131,60.0,0.9999622213514128,17.016961621198707,0.999636299187498,0.29572912977677995,0.0,0.0,0.00021191230075689904
38,0.0,0.0,4.314799784511156e-05,0.9997253534361352,99.0,0.9999333140186172,17.107710098565878,0.9999850978788916,0.10967952526943452,0.0,0.0,4.5275952130024254e-05
39,0.0,0.0,0.00016720477286990813,0.999956987636506,120.0,0.9998879484132308,16.680902030631106,0.9998693857263009,0.18662667900535493,0.0,0.0,9.220372130504024e-05
40,0.0,0.0,7.768541273666218e-05,0.9999996648174587,100.0,0.9999166525262984,17.31465922312065,0.9999869920455364,0.10842768492960339,0.0,0.0,6.693838515500585e-05
41,0.0,0.0,4.0688081504872086e-05,0.9999570601362817,100.0,0.9999534372935853,16.673104987890092,0.9999808104365094,0.11846574984631796,0.0,0.0,4.2415955159110354e-05
42,0.0,0.0,0.00012485318959006646,0.9998243544267343,60.0,0.9994395284369619,17.92472008516151,0.9999873841245698,0.10729538785204311,0.0,0.0,7.43173300402753e-05
43,0.0,0.0,0.0002412165309534065,0.9993690308646899,80.0,0.9998913531240229,16.58184257111589,0.9971726337667517,0.6506178815967723,0.0,0.0,0.00037842600928906416
44,0.0,0.0,0.0001708600212922527,0.9998016192378696,60.0,0.9999280555306563,16.892299972472617,0.9999860764569767,0.11258547637575027,0.0,0.0,8.360705601402098e-05
45,0.0,0.0,0.0001253732428955878,0.999949133991632,60.0,0.9999223572208367,16.18103285064949,0.9999871216751681,0.10743160714757433,0.0,0.0,7.85893496213511e-05
